label,text
Positive,Peluang untuk membuat pilihan ini tidak boleh disia-siakan dan dalam konteks pemilihan kepemimpinan bagi menggerakkan sistem demokrasi
Positive,Masyarakat telah melihat semua itu dan kita juga melihat generasi kedua masih terbiar
Positive,"Saya mengaku, saya pun pernah sebut bila berdepan dengan hadirin yang 100% Melayu."
Neutral,"Negeri ini menerima arahan parti, parti melihat ada keperluan maka perlu begitu"
Neutral,Sampai sekarang belum ada satu cawangan yang (berusia) satu tahun
Negative,Kenapa mereka yang bukan lagi ahli Bersatu menyibuk tentang urusan parti ini?
Positive,"Sejarah pembukaan Felda Lurah Bilut pada 60 tahun lepas tidak hanya kekal dalam buku sebaliknya, sejarah boleh mengajar kita untuk mengulangi pencapaian kita"
Neutral,Siapa yang akan bayar duti setem kira-kira RM8 juta?
Negative,"Kanak-kanak dilihat tidak seperti pekerja seks dewasa yang banyak kali mengadakan hubungan seks,"
Neutral,Rakyat akan tanya kenapa pemimpin PPBM dan DAP tidak buat sama. 
Neutral,"Saya tidak kata, tidak ada pertumbuhan, sudah tentu, perangkaan menunjukkannya"
Neutral,Secara rasmi masih belum bincang lagi.
Positive,"Tapi kejadian ini melibatkan keselamatan jalan raya, jadi MIROS akan terlibat"
Positive,SPR masih kekal dengan keputusan itu adalah wajib untuk semua pihak termasuk gabungan pembangkang PKR menghormatinya.
Negative,Sepatutnya isu ini tidak timbul lagi kerana penjelasan telah dilakukan dan jelas ia merupakan perbuatan tidak bertanggungjawab oleh pihak tertentu dengan memutarbelitkan kenyataan dan mereka-reka fitnah
Positive,Ini bukan soal menghina sesiapa
Negative,Kalau ada pun cuma dibagi pada kalangan mereka
Neutral,Akta Hasutan adalah undang-undang sedia ada
Positive,tujuh negara sudah bersetuju untuk menghantar wakil sebagai pemerhati pada PRU14
Positive,"Klinik menyediakan rawatan asas, membabitkan rawatan penyakit ringan seperti demam, batuk, selesema selain prosedur rawatan cucian luka, ujian makmal ringkas seperti ujian glukos darah kapilari dan ujian air kencing menggunakan 'urine dipstick'"
Neutral,"Kita hendak tahu, adakah syarikat ini mendapat kontrak melalui tender terbuka dan ke-2, bagaimana pegawai khas menteri dalam negeri dapat kontrak swasta."
Negative,"Kegiatan gelap menggunakan propaganda menyebarkan sebarang maklumat, dalam bentuk berita palsu melalui media sosial untuk menghasut emosi negatif, membenci, mengelirukan, memecah belah dan menyebabkan ketidakharmonian dalam kalangan rakyat Malaysia adalah kerja perisik untuk memusnahkan negara kita."
Positive,Jangan nak tuding jari kepada orang lain
Negative,Keputusan Majlis Tertinggi Umno menangguhkan pemilihan parti melebihi 18 bulan jelas bercanggah dengan Fasal 10.16 Perlembagaan Umno.
Positive,Kerajaan berharap langkah-langkah dilakukan Perdana Menteri (Datuk Seri Najib Tun Razak)  ini akan dapat diteruskan.
Neutral,"Soal pakatan Pas-Umno itu kita belum tahu, tapi kalau ia berlaku saya sokong dan kalau tak berlaku pun, kita akan teruskan perjuangan dasar Islam"
Positive,Sebenarnya pendapatan kerajaan tiap tahun sejak 2009 hingga 2017 jauh lebih tinggi (3 kali ganda) daripada pendapatan Kerajaan pada 1995-2002. 
Negative,"Kenapa nak bazirkan duit untuk perkara yang bukannya membantu, tapi sebenarnya akan lebih menyusahkan golongan LGBT ini dan memberikan persepsi negatif"
Positive,Rawatan berkenaan adalah pencapaian terbaik negara kerana menjadi negara pertama dunia menggunakan compulsory licence (CL) untuk rawatan hepatitis C.
Positive,"Dengan kehadiran ejen-ejen calon sebagai pihak ketiga, ia merupakan bukti bahawa SPR tidak menafikan hak pemerhati untuk turut serta dalam proses pilihan raya"
Positive,Mereka perlukan idea baru yang lebih segar dan baru.
Neutral,Itu adalah asas kepada penulisan saya dan saya membuat kesimpulan melaluinya.
Negative,"Kami sangat bergantung pada hutan untuk upacara kami tetapi kerana pembalakan meluas, kawasan hutan semakin mengecil,"
Neutral,"Portal ini penulis upahan, bila dibayar, mereka menulis"
Neutral,Kami dapati tiada merit dalam rayuan itu
Positive,Guru adalah aset paling penting dalam sistem pendidikan dan saya sedar ramai guru kita mengoptimumkan sumber teknologi yang mereka ada untuk memperkayakan kualiti pengajaran dan pembelajaran
Positive,Bila sudah peroleh segala maklumat disahkan itu baru kita boleh dakwa
Positive,perlu bijak menilai setiap hujah oleh gabungan pembangkang yang sudah pastinya akan dihiasi dengan maki hamun terhadap pemimpin-pemimpin
Positive,"Meskipun personaliti kami berdua berbeza, kami mampu membawa perubahan bukan sahaja di bahagian, malah di negeri ini secara keseluruhannya"
Positive,Dulu tak tahu baca tapi sekarang boleh mengaji dan belajar solat dengan kawan-kawan
Negative,Setakat ini mereka belum memberikan jawapan kepada cadangan inkues
Positive,Kedudukannya yang strategik yang jauh di puncak bukit menyebabkan ia antara lokasi paling selamat ketika itu.
Neutral,"Antara intipati dalam temuramah itu, Tok Guru (Presiden Pas, Datuk Abdul Hadi Awang) ditanyakan mengenai persoalan hudud, 1Malaysian Development Berhad (1MDB), manifesto (Gagasan Sejahtera) dan macam-macam lagi"
Positive,Kita mesti perkukuhkan parti kerana pilihanraya kali ini bukan pilihanraya biasa-biasa dan kita harap Terengganu dapat memantapkan kedudukan demi kelangsungan parti pada masa depan
Positive,"Prosiding PAC dilakukan secara telus, laporan PAC juga telah dikeluarkan"
Positive,"Apabila dicampur undi Melayu dan undi bukan Melayu, maka, kelihatannya Harapan mempunyai kelebihan"
Negative,enggan melayan pelawaan debat itu apabila menutup pintu pejabat setelah wakilnya mahu menyerahkan surat jemputan
Positive,Biasanya bantuan disalurkan kepada sekolah berdaftar
Positive,"Bukan hanya pengetahuan dalam tawhid dan fiqh, tetapi juga pengetahuan praktikal berdasarkan realiti sosial"
Positive,Perjumpaan malam ini (semalam) bukan arahan dari kepimpinan bahagian sebaliknya kami ambil inisiatif sendiri untuk berkumpul dan menyatakan dan hasrat  supaya Umno kekal di Kuantan.
Positive,Sokongan pengundi ini sangat baik kerana kita sendiri dapat lihat penglibatan mereka menerusi program atau aktiviti yang diadakan.
Positive,"Jadi apabila kerajaan wujudkan semula KR1M 2.0 tetapi dengan pembaharuan yang lebih baik iaitu menawarkan barangan berjenama dengan harga yang murah berbanding kedai lain ia merupakan satu hadiah kepada kami sekali gus menunjukkan kerajaan prihatin dengan nasib rakyat,"
Positive,"Justeru, kita berharap lebih banyak pusat rawatan seperti ini diwujudkan untuk membantu."
Neutral,Mereka (MAB) mahukan bukti transaksi yang dilakukan secara ‘black and white’
Positive,Kita perlu kembali kepada kerajaan yang telah terbukti kebolehannya membangunkan negara berbanding (kerajaan) sekarang
Neutral,"Kalau orang Cina, kalau dia kata keturunan mana-mana pun, tak ada dalam kad pengenalan, macam mana nak buktikan keturunan"
Neutral,Apa tujuan badan korporat memberikan wang kepada parti politik?
Positive,Pelan awal ini bertujuan membolehkan penumpang tempatan yang mengambil penerbangan domestik berlepas ke destinasi antarabangsa lain tanpa melakukan daftar keluar bagasi mereka di terminal pertama
Negative,"pesalah boleh dikenakan tindakan atau hukuman penjara serta denda, sekali gus boleh mengakibatkan kekosongan kerusi seseorang calon yang mana pilihan raya kecil perlu diadakan."
Positive,Ia sudah selesai dan kita pastikan tugas dan tanggungjawab SPRM dijalankan dengan baik dan tidak terjejas
Positive,Kita berharap setiap larangan penggunaan biofuel pada masa akan datang untuk diluluskan dalam Rang Undang-Undang RED tidak akan mewujudkan diskriminasi terhadap minyak sawit
Neutral,"ika pilihan raya lambat, kita lihat keputusan Mahkamah Rayuan dulu"
Positive,Syukur semua dapat dilakukan (selesaikan masalah).
Positive,Saya teruja maklumkan dia akan jadi sebahagian ahli keluarga dari PKR.
Positive,"Apa-apa majlis BN, mereka kena hadir."
Positive,"Penyerahan bantuan ini secara simbolik dijangka dibuat perdana menteri untuk pesawah di seluruh negara termasuk (kira-kira 57,000) pesawah di kawasan Lembaga Kemajuan Pertanian Muda (MADA) pada pertengahan Mac ini"
Positive,Pendekatan kali ini lebih halus dan mood jentera kita cukup baik. 
Neutral,Beberapa kenyataan yang jelas telah dikeluarkan kerajaan negara pengeluar minyak sawit utama untuk menentang larangan itu
Negative,menepis tuduhan yang mendakwa badan berkenaan tidak telus dalam menjalankan proses pilihan raya di negara ini.
Positive,bersatu dan perlu ada rasa kebergantungan yang tinggi antara satu sama lain
Negative,Tak payah keluar mengundilah penyokong mereka ni
Positive,"Kita (kerajaan negeri) memerlukan bekalan air tambahan sehingga 310 juta liter sehari pada tahun 2020, namun sistem ini (ORS) mampu menampung sehingga 500 juta liter sehari."
Positive,kerajaan sudah bawa perubahan besar dalam lima tahun
Positive,"Patriot memuji usaha KWSP yang tampil menafikan beberapa dakwaan yang dibuat Sarawak Report, terutama yang merujuk kepada dana tersebut."
Neutral,"PKR dan PPBM juga akan menentang Umno dan PAS, adakah mereka juga dianggap membawa perpecahan kepada Melayu?"
Positive,"Kita dalam BN juga yang turun padang sampaikan bantuan, kemudian barulah mereka turun"
Positive,Sukarelawan ini terdiri daripada ahli-ahli yang secara sukarela ingin berkhidmat untuk membantu petugas menjelang PRU nanti
Negative,Itu tidak adil
Negative,"SPR harus melakukan pencarian jiwa yang mendalam mengapa ia telah jatuh secara mendadak dari sebuah suruhanjaya yang boleh dipercayai di dunia ke kedudukan yang rendah hari ini,"
Positive,"Negara perlu dipastikan aman, barulah perancangan kerajaan ke arah pendidikan, kemudahan dan dasar dapat dilaksanakan dengan lancar"
Positive,Seminar dan forum itu adalah khusus untuk memberi fokus kepada kanak-kanak agar  menjauhi diri mereka dan menutup peluang kepada penjenayah untuk melakukan jenayah
Positive,"Oleh kerana proses pengambilalihan itu belum selesai, MRT Corp tidak mempunyai hak milik ke atas Ampang Park dan tidak dapat mengawal apa yang berlaku kepada bangunan itu ketika ini"
Positive,Kita pun sudah anjurkan kursus asas pelancongan kepada belia-belia di sini.
Positive,"Kalau masih ada masalah dengan Bersatu, datang bertemu dengan kita dan bukan gunakan cara berhimpun nak mendesak ROS batalkan kami"
Positive,"Tidak wujud situasi apabila tiga atau empat parti politik Melayu bertanding dan cuma satu parti Cina dan menyebabkan parti Cina menang, tidak jadi begitu"
Positive,Kerana itu kami mengadakan taklimat berkenaan hari ini (semalam) supaya ahlinya yang terdiri daripada Persatuan Alumni SMK Dato' Sagor dapat memahami lebih jelas apa itu koperasi dan bagaimana ia mampu menjana pendapatan bukan sahaja kepada koperasi itu sendiri malah juga ahlinya
Neutral,Bila berganti peguam negara pun saya bangkitkan balik perkara ini
Positive,Elaun khas ini diluluskan perdana menteri sendiri bagi menghargai anggota bomba dan penyelamat yang selalu saya sebutkan sebagai ‘hero yang tidak didendang’.
Positive,Taubat boleh mengenai tekad anda mahu menebus kesilapan yang dilakukan terhadap orang lain
Positive,"Kementerian saya berusaha untuk menubuhkan Perbadanan Pengurusan Awam Kebangsaan bagi tujuan mengurus dan memelihara kualiti perumahan rakyat, di samping meningkatkan kualiti kehidupan penduduk B40"
Positive,Sesiapa (calon) yang tidak tersenarai pun buatlah kerja... Kita sudah lama bekerja dan kita berhak menang
Positive,"Kita bawa pembangunan, bukan sahaja untuk Sabah tetapi ke seluruh Malaysia"
Neutral,Pihak Felda kini sedang menunggu maklum balas daripada setiap pengurus rancangan di dua wilayah berkenaan dan mereka perlu memenuhi syarat-syarat yang ditetapkan sebelum terpilih mengikuti program ini
Positive,Perlu diambil tindakan terhadap yang bertanggung jawab dan mereka yang mendapat manfaat dari kerja merompak kekayaan negara
Negative,Saya baca kenyataan Tun bahawa menteri kabinet wanita dalam zaman Datuk Seri Najib tidak mempunyai portfolio penting sebab tidak wujud kementerian yang lebih relevan
Neutral,"Bila konsep DEB dilancarkan, saya masih ingat ayahanda saya (Tun Abdul Razak Hussein) cuba menjelaskan DEB ini pada awal 70-an dalam anologi mudah."
Positive,Siapa di dunia ini yang menjalankan perniagaan dengan memarahi pengguna mereka?
Negative,"Ironinya, penuntut universiti yang tanpa sebarang paksaan hadir ke program pro pembangkang dihalang, malah tindakan disiplin diambil."
Positive,Yang paling penting ialah orang itu mesti melindungi harga diri sebanyak mungkin kerana itulah perkara pertama yang terjejas apabila anda dibuli
Negative,"Seperti yang kita tahu, emosi rakyat telah diapi-apikan oleh pembangkang dan pembangkang mahir dalam memecah belahkan rakyat di negara ini."
Positive,"Jika (bekas pengerusi Felda) Tan Sri Isa Samad ditahan dan diambil keterangan oleh Suruhanjaya Pencegahan Rasuah Malaysia (SPRM), mungkin SPRM selepas ini perlu memanggil Shahrir kerana hak milik bagi lot terbesar tanah dipindahkan ketika beliau sudah menjadi pengerusi"
Negative,Ini semua muslihat dan pendekatan preemtif gabungan itu untuk mengelirukan para pengundi semua kaum akan hilang kuasa.
Positive,"Semuanya mesti ikut proses perundangan negara, kalau salah biarlah mahkamah tentukan"
Positive,"Bagaimana pun kenyataan saya sebelum ini diutarakan menggunakan kapasiti sebagai Pengerusi BN Selangor di mana jika BN menang di negeri itu, kita akan teruskan kaedah untuk mengurangkan plastik tapi dengan cara berbeza."
Negative,"Kerajaan persekutuan dan negeri tidak harus lupa, Orang Asli, khususnya masyarakat Temiar, berperanan penting dalam peperangan menentang pejuang komunis"
Negative,Umno BN telah salah gunakan kuasa mereka sebagai kerajaan untuk menakutkan orang supaya tidak beri ruang kepada kita untuk bertemu dengan rakyat
Negative,Polisi ini dicipta untuk masyarakat luar bandar tetapi mereka masih miskin
Positive,"Saya bersyukur kerana di bawah pemerintahan Tengku Razaleigh, banyak kemudahan yang diperolehi."
Positive,Ia bukan dasar yang menjadi kemestian tetapi menunjukkan dasar berkebajikan kita yang prihatin kepada keperluan rakyat khususnya golongan berkenaan
Positive,Kuasa Melayu tak akan hilang jika kita pilih orang yang tiada sejarah mencuri duit
Positive,Rafizi tidak mengambil satu sen pun wang rakyat sebaliknya hanya melaksanakan amanah
Positive,Begitu juga BN Jasin yang bekerja keras selepas kemenangan PRU13.
Positive,"Sehinggakan saya rasa ‘okay lah, sebab kamu pakar dan kamu kata kamu sedang menanganinya, saya tidak akan menyibuk’ dan saya buat keputusan untuk tumpu pada kerja saya"
Negative,Tiga veteran dipecat keahlian
Neutral,"Jadi, perbincangan itu memberi manfaat pada masyarakat transgender atau memberi manfaat pada pihak berkuasa agama?"
Positive,"Ini untuk memastikan industri kewangan mempunyai tenaga kerja yang kompeten dan profesional,"
Positive,Amanah boleh memperjuangkan Islam kerana inspirasi kami juga adalah melalui pimpinan Allahyarham Tok Guru Nik Aziz dan Datuk Fadzil Noor
Positive,Selain menyampaikan sumbangan kita cuba berkongsi masalah dan cuba membantu pesakit mendapatkan rawatan yang sewajarnya
Negative,"Ringkasnya kawalan ke atas dana parti politik di Malaysia terlalu longgar, atau sebenarnya, langsung tiada,"
Positive,"Halal Valley ini dilengkapi makmal teknologi halal, kilang ubat, rumah penyembelihan kambing dan lembu serta kilang memproses tulang kepada gelatin antara terbesar di Asia."
Positive,Memang faktor umur memberi kesan tapi umumnya saya sihat walaupun saya ada sakit jantung
Negative,Berkemungkinan besar seluruh Malaysia akan mempercayai berita palsu tersebut
Positive,"Setelah mendapat bukti yang cukup dan merujuk kepada pihak pendakwaan, kita akan bertindak dan mendakwanya di mahkamah"
Positive,Kita ikut suara pucuk pimpinan
Positive,Dahulu kami tidak percaya apabila orang cakap Dr Mahathir seorang diktator
Neutral,Satu lagi pembangunan paling penting dalam 4.0 adalah peranti yang membolehkan komunikasi antara objek berbeza
Positive,"Jika undang-undang ini hanya bertujuan menangani berita palsu di alam siber, saya rasa ia agak sempit, namun jika ia turut digunakan untuk menangani masalah lain berkaitan alam siber dan media sosial, ia amat sesuai."
