label,text
Positive,Paparan secara langsung itu membolehkan sesi persidangan berkenaan ditonton masyarakat di seluruh dunia
Negative,Ini tidak seharusnya berlaku
Neutral,"Selain subsidi untuk barang, terdapat subsidi elektrik dan tol supaya kenaikan kadar elektrik dan tol dapat dielakkan."
Neutral,"Saya tidak kata, tidak ada pertumbuhan, sudah tentu, perangkaan menunjukkannya"
Neutral,Maknanya Harapan mungkin selesa di kawasan bandar majoriti bukan Melayu tetapi akan melalui jalan sukar di kawasan bandar majoriti Melayu.
Positive,Program ini dilaksanakan di setiap parlimen di negeri ini bagi mengurangkan kos sara hidup rakyat dengan mengadakan jualan dengan harga yang lebih murah di pasaran
Positive,Sesi pertemuan berlangsung harmonis dalam dua jam
Neutral,"Orang bertanya Jho Low di mana, 7 anak kapal telah ditahan di perairan Indonesia."
Negative,"Kalau kita nak tunggu sehingga ilmu itu diterjemahkan kepada bahasa kita, tak mungkin semua ilmu diterjemahkan dan mungkin terjemahan itu tidak sebaik seperti bahasa asalnya"
Neutral,Saya mohon Menteri Besar atau EXCO turun ke Semenyih untuk menunjukkan rumah Selangorku yang sudah diduduki
Neutral,Adakah ini amaran bahawa mereka akan buat sesuatu untuk pastikan Harapan tak akan menang?
Positive,Kita tidak akan berkompromi dengan kes-kes sebegini kerana kita sebagai penguat kuasa dan kita sememangnya tahu kesan penyalahgunaan dadah dalam masyarakat apatah lagi melibatkan anggota dan pegawai polis
Positive,Kempen penubuhan pemantau sukarela ini berjaya menarik ramai penyertaan sukarelawan
Positive," Boleh rasa, pegang."
Positive,"Hal-hal seperti pelantikan dan kenaikan pangkat pegawai undang-undang adalah di bawah kuasa SPKP yang menjalankan fungsinya dengan telus dan bebas, tanpa dipengaruhi mana mana pihak,"
Negative,"Akibatnya, DAP memperoleh kejayaan yang besar manakala MCA dan Gerakan mengalami kekalahan yang paling teruk dalam sejarah"
Positive,bersatu dan perlu ada rasa kebergantungan yang tinggi antara satu sama lain
Positive,"Oleh kerana proses pengambilalihan itu belum selesai, MRT Corp tidak mempunyai hak milik ke atas Ampang Park dan tidak dapat mengawal apa yang berlaku kepada bangunan itu ketika ini"
Positive,Ini membuktikan negara kita memiliki infrastruktur dan transformasi digital yang semakin maju membabitkan sektor perbankan dan teknologi
Positive,"Maka apabila kajian dilakukan, dan pengundi diajukan soalan pertembungan tiga penjuru menguntungkan siapa, sudah tentu majoriti responden yang ditanam dengan persepsi awal ini akan menjawab BN ada kelebihan berbanding parti lain"
Positive,Kita di peringkat parti mesti turun ke bawah memberi penerangan mengenai perjuangan kita
Positive,"Saya telah bincang dengan Perdana Menteri dan beliau bersetuju untuk membawa lebih ramai pihak-pihak berkepentingan seperti NGO-NGO, pengamal undang-undang, ahli akademik dan juga ahli-ahli Parlimen dari kedua-dua belah pihak"
Positive,Kita minta kerjasama kerajaan Selangor agar percepatkan pengambilan tanah seperti negeri lain. 
Negative,Yang didakwa ialah pemberi maklumat
Negative,Pilihan raya yang bebas dan adil adalah penting dalam memastikan hak asasi manusia. Mengadakan pilihan raya yang bebas dan adil bermakna hak asasi manusia masih subur dan keperluan rakyat mendapat pertimbangan
Positive,Pencegahan adalah lebih baik daripada merawat bagi penyakit kanser
Neutral,Produk yang mengandungi hydroquinone dan tretinoin adalah produk farmaseutikal yang perlu berdaftar dengan Pihak Berkuasa Kawalan Dadah dan hanya boleh digunakan dengan nasihat profesional kesihatan
Negative,Kami melakukan kesilapan.
Positive,"Selain kedua-dua negara mempunyai perjanjian kerjasama dalam bidang keselamatan, lawatan itu mampu mengukuhkan lagi hubungan dua hala Malaysia dan Arab Saudi"
Positive,Saya rasa kita perlu ada alternatif kepada metadon dan mungkin ketum ini alternatifnya
Positive,Kita amat teruja dengan sokongan hebat orang muda dalam mendukung aspirasi BN bagi memastikan negara terus maju aman dan makmur
Positive,"Kalau ramai tak undi, Umno/BN dapat kemenangan"
Positive,Bila jadi menteri kabinet tak kisah apa-apa kementerian atau Jabatan Perdana Menteri yang penting kita jalan dan laksanakan kerja yang sama dengan menteri-menteri lain
Positive,Pelan awal ini bertujuan membolehkan penumpang tempatan yang mengambil penerbangan domestik berlepas ke destinasi antarabangsa lain tanpa melakukan daftar keluar bagasi mereka di terminal pertama
Positive,"cinta bukan saja boleh dizahirkan kepada insan lain, malah dalam pelbagai aspek kehidupan."
Positive,"Sehubungan itu, pegawai dan anggota bertugas hendaklah sentiasa bersiap siaga dalam membuat pertimbangan dan penilaian dalam memberikan bantuan dan perlindungan kepada orang awam yang datang ke balai polis agar mereka tidak merasa takut dan trauma."
Negative,Ini akan menyebabkan kaum lain memboikot Proton
Positive,Sistem pendidikan kita terbuka
Neutral,"Hasil siasatan, mendapati proses jual beli rumah berkenaan mempunyai hitam putih dan melalui urusan undang-undang yang sah kemudian barulah beliau disahkan kenaikan pangkat itu"
Positive,Kalau nak berpihak kepada 'government of the day' itu tak apa. 
Positive,Kajian lebih perlu diberikan kepada tawaran-tawaran yang dibuat sebab 10 peratus itu banyak untuk kurangkan harga kereta
Positive,"Sekarang rumah RM300,000 habis 'sekelip mata'"
Positive,"Mereka juga menerangkan tentang cabaran-cabaran dihadapi pihak hospital dalam memberikan perkhidmatan kepada masyarakat, dengan cara ini imej dan peranan hospital dapat dipertingkatkan"
Positive,Kita berharap semua agensi dan jabatan persekutuan di Sabah juga berbuat demikian ke arah melengkapkan atau menjadikan semua jabatan dan agensi menandatangani IBR
Positive,"Disebabkan ada aduan yang diterima berhubung tambang tinggi pada musim perayaan, maka pihak Mavcom sudah melaksanakan kajian mengenai tambang yang dijangka selesai pertengahan 2018."
Negative,"Selepas 1999, sudah jadi tabiat untuk tidak mengundi BN kerana saya masih marah dengan kerajaan"
Positive,"Sebagai antara negara yang lebih membangun, Malaysia boleh memainkan peranan penting dengan berkongsi pengalaman dan kemahirannya dalam membangunkan kawasan luar bandar."
Positive,Rakyat perlu sedar dan bijak memilih pemimpin yang benar-benar memperjuangkan nasib Melayu.
Positive,Bahkan tidak ada sebab untuk kami minta maaf.
Positive,Saya harap rakan sekerja lain akan menerima anugerah ini pada masa akan datang
Positive,Maknanya Geely merupakan syarikat yang begitu ternama dan itu sebabnya Proton memilih Geely sebagai rakan kongsi dan kita rasa ia pilihan tepat
Positive,"Walaupun terdapat kekurangan, kesemua mangsa dijaga dengan baik. Saya bagi lima bintang"
Positive,"Justeru, pelaburan dalam perbelanjaan modal bagi mengurangkan impak banjir adalah jauh lebih murah dalam jangka panjang daripada tindakan pemulihan bagi membaiki infrastruktur"
Negative,"Aduan itu tak pernah sampai kepada pejabat Bersatu, mereka hanya adu pada ROS"
Positive,"Marilah kita bekerjasama, kerana tiada kebaikan terhasil dari tindakan negatif, dan kemajuan menuntut kita berfikiran positif."
Negative,"Ya, ekonomi dirangsang tetapi ia bergerak terlalu pantas tanpa rundingan sewajarnya."
Negative,"Jururunding sudah lakukan kajian berhubung bentuk pembangunan di situ, namun bila timbul isu pemerdagangan manusia, ia membantutkan cadangan itu."
Negative,Tetapi tiada siapa dengar tentang harga yang dibayar untuk tanah itu
Positive,Kami juga kesejukan tetapi terpaksa bertahan dan berdoa semoga semuanya berakhir segera
Positive,Saya sudah mengarahkan Jabatan Siasatan Jenayah (JSJ) serta semua elemen dalam polis untuk mengesan lelaki terbabit seperti mana arahan mahkamah pada 2014
Negative,Jawapan kelakar daripada Menteri
Neutral,Kita dah bagi cadangan (tanaman ketum) sebelum ini.
Positive,"Kita mendapat pengundi-pengundi bonus, 800 lebih pengundi polis daripada sebelah Tanjung, yang sebelah dekat Datuk Keramat itu, yang sebelah Penang Road itu yang dipindahkan secara sulit ke Permatang Pauh"
Positive,"Logo ini menandakan produk berkenaan halal, selamat dan bersih digunakan umat Islam sekali gus dapat membantu usahawan kecil untuk memasarkan produk mereka"
Positive,"Pada pandangan PAS ada benda yang tidak betul (pada 1MDB) dan ia perlu disiasat, mesti diperbetulkan dan tubuh suruhanjaya diraja, kawal aset, hadapkan mereka ke muka pengadilan"
Negative,"PAS pula meninggalkan Pakatan Rakyat (PR) sehingga memaksa DAP dan Parti Keadilan Rakyat (PKR) membentuk pakatan baharu bersama PPBM, tetapi gagal mendaftar gabungan secara rasmi berikutan pergantungan sementara PPBM"
Positive,"Kemudian kita akan menangani hasil-hasil tanpa cukai, hasil cukai dan sebagainya"
Positive,"Maknanya, Kementerian Kewangan dan menteri perlu memberi laporan kepada parlimen supaya anggota parlimen dapat mengikuti setiap perkembangan dan tidak timbul masalah baru"
Negative,Orang dari luar bandar yang tidak kenal Wong mungkin percaya ini adalah saya seperti dipaparkan dalam catatan tersebut.
Positive,Kita akan dapat atasi amalan kronisme dengan amalan ketelusan
Positive,Beliau patut sedar Artikel pertama dalam Deklarasi Sejagat Hak Asasi Manusia ialah mengenai kebebasan hati nurani
Positive,"Sehinggakan saya rasa ‘okay lah, sebab kamu pakar dan kamu kata kamu sedang menanganinya, saya tidak akan menyibuk’ dan saya buat keputusan untuk tumpu pada kerja saya"
Neutral,Benda yang normal
Positive,"Ini bermakna jika mahkamah dihadapkan dengan persoalan sama ada sesuatu akta itu bercanggah dengan Perlembagaan atau pun tidak, ia perlu ditentukan mahkamah itu sendiri"
Positive,"Kalau nak bagi tawaran, bagi pada semualah barulah ada keadilan"
Positive,bukan sekadar janji pilihan raya
Positive,"Pada saya, saya fikir mereka patut teruskan"
Positive,Pola pengundi kini lebih ke arah melihat kepada kehidupan rakyat ketika ini
Positive,"Kita mesti ambil peluang dan pada masa sama, kita juga menggalakkan syarikat India melabur di negara kita supaya perdagangan di antara kedua-dua lebih seimbang"
Positive,"Syiah ini, (pemimpin mereka) tidak boleh dilantik selain daripada Ahlul Bait untuk jadi pemerintah, pemimpin"
Positive,Ini bagi membolehkan petugas sempadan termasuk pegawai kastam bertugas dalam suasana kondusif dan cekap
Positive,"Felda diarahkan mengambil tindakan tatatertib dan/atau undang-undang ke atas mereka yang dinamakan dalam laporan audit itu, yang didapati cuai dalam menjalankan tugas, salah nyata dan tidak menjaga kepentingan Felda dan FICSB"
Neutral,Artikel itu turut menyatakan saya bertanggungjawab terhadap sekumpulan evangelis radikal yang menganjurkan aktiviti bagi mencetuskan permusuhan antara orang Melayu dan Cina.
Positive,"Pada 2016 dan 2017, sebanyak 720,000 tan getah asli yang dihasilkan di Malaysia dibekalkan oleh pekebun kecil dan Lembaga Getah Malaysia (LGM) disarankan agar mengkaji kaedah bagi meningkatkan penggunaan getah yang boleh dikomersialkan"
Positive,Soalan saya kemukakan kepada Najib tapi dia tak jawab
Negative,Tapi sekarang kita kena beli ubat kerana hospital kata ubat habis.
Positive,Tolong jangan libatkan saya dengan politik
Neutral,"Sudah bagi tahu jumpa DO (Pegawai Daerah), bukan jumpa Sultan."
Neutral,Kita (Harapan) mungkin akan perkenalkan balik PPSMI. 
Positive,"Ganti dan sebagainya, Insya Allah perkara itu saya pun tak boleh buat keputusan, tetapi saya akan bangkitkan perkara ini"
Positive,"Hasil siasatan mereka diterima – dan lembaga pengarah syarikat itu dibubarkan, pasukan pengurusan dirombak dan operasinya dikaji semula"
Positive,Ada gelombang sokongan. 
Neutral,Ia tiada kena mengena
Positive,"Meskipun personaliti kami berdua berbeza, kami mampu membawa perubahan bukan sahaja di bahagian, malah di negeri ini secara keseluruhannya"
Positive,"Sekarang pesakit tak perlu bersesak, waktu menunggu jauh lebih singkat, kos rawatan pun serendah RM103."
Negative,Janganlah terperdaya dan terhasut dengan ajakan pemimpin-pemimpin yang rakus kuasa serta sudah dikuasai dengan politik kebencian
Positive,"Saya menggunakan kereta sendiri, (dengan menjadi pemandu Uber) saya mampu membayar pinjaman kereta, bil dan perbelanjaan makan"
Neutral,Industri 4.0 adalah satu revolusi akan datang
Negative,"Jangan hanya bersandiwara dan main-mainkan seolah-olah Bumiputera di Pulau Pinang terus terpinggir, sedangkan agensi bertanggungjawab dipimpin pemimpin Umno."
Neutral,"Dua tiga hari lalu, saya jumpa seorang kawan yang tukar ringgit kepada riyal, kerana mahu  mengerjakan umrah."
Positive,Kami juga melihat penerangan bersemuka dan penerangan melalui media cetak atau tradisional amat penting dan ini akan dilaksanakan secara meluas.
Neutral,Pembeli biasanya menggunakan semula beg plastik ini sebagai beg sampah di rumah.
Positive,Kita serahkan pada pengundi untuk buat penilaian tapi saya rasa pengundi Permatang Pauh bijak buat keputusan dan mereka dah lama beri sokongan kuat pada PKR
Positive,Setakat ini kita telah bekerjasama dengan dua syarikat penerbangan tempatan iaitu Malaysia Airlines serta AirAsia dan sedang memperluaskan usaha ini dengan Malindo Air.
Positive,Malah kerja keras semua ahli  jentera parti yang dilaksanakan tanpa henti selepas PRU13 lalu membuktikankesungguhan kepimpinan di sini untuk terus menabur bakti kepada masyarakat selain memastikan mereka tidak ketinggalan daripada manfaat yang disediakan kerajaan
Positive,Apa dilakukan kerajaan pada masa ini adalah untuk terus meningkatkan kemajuan bidang pendidikan dan proses pembelajaran dan pengajaran
Positive,Saya rasa dan percaya parti lain mungkin mempunyai perasaan yang sama
Positive,"Saya menyokong penuh permintaan menghapuskan Jakoa dan menggantikannya dengan satu badan diketuai Orang Asli, untuk menjadi pelopor dalam usaha penambahbaikan kehidupan Orang Asli dalam pembangunan arus perdana di Malaysia"
Positive,Saya memuji pendirian tegas beliau (Ungern-Stenberg) di atas isu ini selain menghargai usaha lestari Indonesia
Neutral,"Pendirian kerajaan Malaysia konsisten, kita tidak mengiktiraf sebarang tuntutan terhadap Sabah"
Positive,Setiap hari saya mesti rajin
Negative,"Daripada kajian kami lakukan, kebanyakan mereka tidak faham dan tidak pasti untuk membuat permohonan Rumawip"
Neutral,"Sejak itu, tidak ada lagi laporan mengenai kejadian serupa berlaku di dalam negara."
Neutral,Apa pun ibu bapa perlu memainkan peranan masing-masing
Positive,Ini bagi menentukan reka bina dan pelaksanaan projek ini akan dilakukan dalam masa terdekat ini dan penting bagi Singapura untuk membentuk badan bertindak seperti yang dilakukan oleh Malaysia
Negative,Tidak mustahil ia juga akan jadi ikutan kepada orang lain untuk menghina bangsa lain pula untuk dijadikan alat bagi mempopularkan diri mereka
Positive,Kami menyiarkan berita berkaitan banjir sejak hari pertama lagi
Positive,Apa yang dipinjam kita akan dapat balik
Positive,Terdapat pelbagai parti politik komponen  BN yang menyumbang ke arah apa yang perlu dimasukkan ke dalam  manifesto itu.
Neutral,"Dari segi tempoh, bergantung kepada kuasa SPR. Bagi SPR, kita perlu lihat banyak aspek."
Neutral,"Ketika saya jadi perdana menteri dahulu, ada kalanya saya pegang jawatan menteri kewangan"
Positive,Kami berharap dapat mengeksport durian ke Jepun
Positive,Jangan biarkan SPRM dicemari tanggapan negatif berkenaan mereka yang menyalahguna kuasa
Negative,Had perbelanjaan calon pilihan raya langsung tidak mampu mengawal perbelanjaan parti politik.
Positive,"Dengan jumlah kutipan ini, takkan kita nak kata keadaan ekonomi sekarang makin teruk."
Positive,"Jadi, persaingan tiga penjuru membabitkan penyertaan PAS adalah bonus kepada UMNO/BN Selangor yang datang kemudian,"
Positive,"Hospital Medan Malaysia di Cox’s Bazar, Bangladesh bagi misi bantuan kemanusiaan Rohingya yang memulakan operasi pada 1 Disember lalu akan diteruskan sehingga akhir tahun ini"
Positive,"Kita akan tengok daripada pelbagai aspek supaya akhirnya hak rakyat dapat dikembalikan, itu fokus kita pada tahun ini selaras dengan arahan pucuk pimpinan SPRM"
Negative,Saya dapati ada benda tak kena dan periuk nasi saya adalah dalam perundangan. 
Positive,"Malah di Terengganu dalam tempoh satu penggal kita memerintah, mampu untuk mansuhkan tol dan menjana pendapatan negeri kerana tiada ketirisan berlaku"
Positive,"Kad itu untuk mereka yang lahir di China tetapi berhijrah ke Malaysia dan diberi kerakyatan Malaysia, jadi mereka boleh guna kad itu untuk pulang jika mahu"
